,CASEID,ADDRESS,NEIGH,NEIGH-Income,ZIP,POLICED,COUNCILD,SOURCE,Sum SOURCE ,CATEGORY,Sum CATEGORY ,DAYTOCLOSE,Sum DAYTOCLOSE,TYPE,CATTYPE,GROUP311,VIS_STREET,DEPT,WORKGRP,REQTYPE,DETAIL,CREATEDATE,CREATTIME,CREATEMO,CREATEYR,STATUS,EXCEEDTIME,CLOSEDATE,CLOSEMO,CLOSEYR,DAYTOCLOSE.1,ADDGEOC,COUNTY,Latitude,Longitude,APN,CASEURL
599,2019202985,2531 Oakley Ave,South Blue Valley,L,64127,East,3,PHONE,4440,Animals / Pets,,0,603,Wildlife,Animals / Pets Wildlife,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Wildlife-Inside,Inside,12/12/2019,11:50 AM,12,2019,RESOL,N,12/12/2019,12.0,2019.0,0.0,"2531 Oakley Ave64127
(39.078599, -94.517501)",Jackson,39.078599,-94.517501,20698,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019202985
600,2019202891,5241 South Benton Ave,North Town Fork Creek,L,64130,Metro,5,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-Injured,Injured,12/12/2019,10:10 AM,12,2019,RESOL,N,12/12/2019,12.0,2019.0,0.0,"5241 South Benton Ave64130
(39.030164, -94.551137)",Jackson,39.030164,-94.551137,36172,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019202891
577,2019195789,4310 E 20th St,East Community Team North,L,64127,East,3,EMAIL,248,Animals / Pets,,0,603,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,11/22/2019,8:49 AM,11,2019,RESOL,N,11/22/2019,11.0,2019.0,0.0,"4310 E 20th St64127
(39.08752, -94.532022)",Jackson,39.08752,-94.532022,18376,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019195789
601,2020000891,2231 Van Brunt Blvd,South Blue Valley,L,64127,East,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,1/3/2020,7:28 AM,1,2020,RESOL,N,1/3/2020,1.0,2020.0,0.0,"2231 Van Brunt Blvd64127
(39.083959, -94.520622)",Jackson,39.083959,-94.520622,17952,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020000891
576,2019205935,4647 E 9th St,Lykins,L,64127,East,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Non-Aggressive,At Large - Non-Aggressive,12/18/2019,2:02 PM,12,2019,RESOL,N,12/18/2019,12.0,2019.0,0.0,"4647 E 9th St64127
(39.101515, -94.526246)",Jackson,39.101515,-94.526246,8404,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019205935
574,2019205940,1800 E Truman Rd,18th And Vine And Downtown East,L,64127,Central,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Non-Aggressive,At Large - Non-Aggressive,12/18/2019,2:04 PM,12,2019,RESOL,N,12/18/2019,12.0,2019.0,0.0,"1800 E Truman Rd64127
(39.095484, -94.56052)",Jackson,39.095484,-94.56052,12478,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019205940
551,2019164656,2907 E 33rd St,Oak Park Northwest,L,64128,East,3,PHONE,4440,Animals / Pets,,1,1102,Bite,Animals / Pets Bite,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Bite-Animal on Animal,Animal on Animal,9/11/2019,6:11 PM,9,2019,RESOL,N,9/12/2019,9.0,2019.0,1.0,"2907 E 33rd St64128
(39.065905, -94.549135)",Jackson,39.065905,-94.549135,25499,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019164656
552,2019206679,4259 E 61st St,Swope Parkway-Elmwood,L,64130,Metro,5,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,12/19/2019,10:08 AM,12,2019,RESOL,N,12/19/2019,12.0,2019.0,0.0,"4259 E 61st St64130
(39.014312, -94.534698)",Jackson,39.014312,-94.534698,403,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019206679
553,2019206630,4259 E 61st St,Swope Parkway-Elmwood,L,64130,Metro,5,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,12/19/2019,9:39 AM,12,2019,RESOL,N,12/19/2019,12.0,2019.0,0.0,"4259 E 61st St64130
(39.014312, -94.534698)",Jackson,39.014312,-94.534698,403,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019206630
554,2019207221,5016 E 6th St,Lykins,L,64124,East,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,12/19/2019,5:35 PM,12,2019,RESOL,N,12/19/2019,12.0,2019.0,0.0,"5016 E 6th St64124
(39.104664, -94.522621)",Jackson,39.104664,-94.522621,7553,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019207221
555,2019206570,3815 E 59th Ter,Swope Parkway-Elmwood,L,64130,Metro,5,PHONE,4440,Animals / Pets,,1,1102,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Curb,Curb,12/19/2019,8:50 AM,12,2019,RESOL,N,12/20/2019,12.0,2019.0,1.0,"3815 E 59th Ter64130
(39.017746, -94.54106)",Jackson,39.017746,-94.54106,581,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019206570
556,2020025776,1215 College Ave,Lykins,L,64127,East,3,PHONE,4440,Animals / Pets,,1,1102,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Abandonment,Abandonment,2/20/2020,11:19 AM,2,2020,RESOL,N,2/21/2020,2.0,2020.0,1.0,"1215 College Ave64127
(39.097912, -94.543052)",Jackson,39.097912,-94.543052,11061,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020025776
557,2020026105,2116 E 29th St,Key Coalition,L,64109,Central,3,PHONE,4440,Animals / Pets,,3,467,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Street,Street,2/20/2020,4:14 PM,2,2020,RESOL,Y,2/23/2020,2.0,2020.0,3.0,"2116 E 29th St64109
(39.075439, -94.559925)",Jackson,39.075439,-94.559925,26702,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026105
558,2019164461,800 Monroe Ave,Lykins,L,64124,East,3,PHONE,4440,Animals / Pets,,0,603,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,9/11/2019,2:08 PM,9,2019,RESOL,N,9/11/2019,9.0,2019.0,0.0,"800 Monroe Ave64124
(39.102972, -94.539228)",Jackson,39.102972,-94.539228,9746,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019164461
559,2020026170,821 Elmwood Ave,Lykins,L,64124,East,3,PHONE,4440,Animals / Pets,,34,27,Rat Treatment,Animals / Pets Rat Treatment,ANIMAL,NOT_VISIBLE,Health,Health-Rat-,Animals / Pets-Rat Treatment-Inside Residence,Inside Home,2/20/2020,5:37 PM,2,2020,RESOL,Y,3/25/2020,3.0,2020.0,34.0,"821 Elmwood Ave64124
(39.101904, -94.527882)",Jackson,39.101904,-94.527882,7752,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026170
560,2020026051,1012 Bales Ave,Lykins,L,64127,East,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,2/20/2020,3:26 PM,2,2020,RESOL,N,2/20/2020,2.0,2020.0,0.0,"1012 Bales Ave64127
(39.100295, -94.541509)",Jackson,39.100295,-94.541509,9971,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026051
561,2020026064,1601 Oakley Ave,West Blue Valley,L,64127,East,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,2/20/2020,3:36 PM,2,2020,RESOL,N,2/20/2020,2.0,2020.0,0.0,"1601 Oakley Ave64127
(39.09267, -94.516788)",Jackson,39.09267,-94.516788,9341,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026064
562,2020025881,3308 E 38th St,Oak Park Northwest,L,64128,East,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Non-Aggressive,At Large - Non-Aggressive,2/20/2020,12:52 PM,2,2020,RESOL,N,2/20/2020,2.0,2020.0,0.0,"3308 E 38th St64128
(39.05716, -94.544915)",Jackson,39.05716,-94.544915,29086,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020025881
563,2020026014,4933 E Truman Rd,East Community Team North,L,64127,East,3,PHONE,4440,Animals / Pets,,1,1102,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-Injured,Injured,2/20/2020,2:57 PM,2,2020,RESOL,N,2/21/2020,2.0,2020.0,1.0,"4933 E Truman Rd64127
(39.093688, -94.524275)",Jackson,39.093688,-94.524275,8823,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026014
564,2019207005,705 Van Brunt Blvd,Lykins,L,64124,East,3,PHONE,4440,Animals / Pets,,19,54,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Abuse / Injury / Death,Abuse / Injury / Death,12/19/2019,2:10 PM,12,2019,RESOL,Y,1/7/2020,1.0,2020.0,19.0,"705 Van Brunt Blvd64124
(39.103189, -94.52562)",Jackson,39.103189,-94.52562,7942,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019207005
565,2019206477,2804 Peery Ave,Independence Plaza,L,64127,East,3,PHONE,4440,Animals / Pets,,0,603,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,12/19/2019,7:59 AM,12,2019,RESOL,N,12/19/2019,12.0,2019.0,0.0,"2804 Peery Ave64127
(39.099929, -94.54888)",Jackson,39.099929,-94.54888,10758,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019206477
566,2019202594,3336 Olive St,Key Coalition,L,64109,Central,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,12/11/2019,3:10 PM,12,2019,RESOL,N,12/11/2019,12.0,2019.0,0.0,"3336 Olive St64109
(39.064984, -94.555742)",Jackson,39.064984,-94.555742,126709,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019202594
567,2019210746,901 Benton Blvd,Lykins,L,64127,East,3,PHONE,4440,Animals / Pets,,1,1102,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Abuse / Injury / Death,Abuse / Injury / Death,12/30/2019,5:30 PM,12,2019,RESOL,N,12/31/2019,12.0,2019.0,1.0,"901 Benton Blvd64127
(39.101962, -94.543895)",Jackson,39.101962,-94.543895,10997,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019210746
568,2020003054,6835 Bellefontaine Ave,Self Help Neighborhood Council,L,64132,Metro,5,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Owned,At Large - Owned,1/8/2020,9:29 AM,1,2020,RESOL,N,1/8/2020,1.0,2020.0,0.0,"6835 Bellefontaine Ave64132
(39.001986, -94.550542)",Jackson,39.001986,-94.550542,2770,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020003054
569,2020025923,1801 E Linwood Blvd,Key Coalition,L,64109,Central,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Non-Aggressive,At Large - Non-Aggressive,2/20/2020,1:39 PM,2,2020,RESOL,N,2/20/2020,2.0,2020.0,0.0,"1801 E Linwood Blvd64109
(39.067878, -94.561646)",Jackson,39.067878,-94.561646,281243,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020025923
570,2019198390,3667 E 9th St,Lykins,L,64127,East,3,PHONE,4440,Animals / Pets,,10,59,Services,Animals / Pets Services,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-Admin,Animals / Pets-Services-Call Back Request,Call Back Request,12/2/2019,11:56 AM,12,2019,RESOL,Y,12/12/2019,12.0,2019.0,10.0,"3667 E 9th St64127
(39.101719, -94.539535)",Jackson,39.101719,-94.539535,9982,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019198390
