,CASEID,ADDRESS,NEIGH,NEIGH-Income,ZIP,POLICED,COUNCILD,SOURCE,Sum SOURCE ,CATEGORY,Sum CATEGORY ,DAYTOCLOSE,Sum DAYTOCLOSE,TYPE,CATTYPE,GROUP311,VIS_STREET,DEPT,WORKGRP,REQTYPE,DETAIL,CREATEDATE,CREATTIME,CREATEMO,CREATEYR,STATUS,EXCEEDTIME,CLOSEDATE,CLOSEMO,CLOSEYR,DAYTOCLOSE.1,ADDGEOC,COUNTY,Latitude,Longitude,APN,CASEURL
478,2020030617,5622 South Benton Ave,North Town Fork Creek,L,64130,Metro,5,BOT,341,Streets / Roadways / Alleys,,6,207,Pothole,Streets / Roadways / Alleys Pothole,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,District 3,2/28/2020,4:07 PM,2,2020,RESOL,Y,3/5/2020,3,2020,6,"5622 South Benton Ave64130
(39.023721, -94.552537)",Jackson,39.023721,-94.552537,239968,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030617
513,2020030367,3103 Swope Pkwy,North Town Fork Creek,L,64130,Metro,3,WEB,1030,Streets / Roadways / Alleys,,96,7,Sinkhole Referral,Streets / Roadways / Alleys Sinkhole Referral,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Sinkhole Referral-District 3,District 3,2/28/2020,11:39 AM,2,2020,RESOL,Y,6/3/2020,6,2020,96,"3103 Swope Pkwy64130
(39.038036, -94.548868)",Jackson,39.038036,-94.548868,35009,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030367
519,2020030683,3401 College Ave,Oak Park Northwest,L,64128,East,3,PHONE,4440,Streets / Roadways / Alleys,,4,337,Street Clean Up,Streets / Roadways / Alleys Street Clean Up,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Street Clean Up-District 2,District 2,2/28/2020,5:41 PM,2,2020,RESOL,N,3/3/2020,3,2020,4,"3401 College Ave64128
(39.064069, -94.544797)",Jackson,39.064069,-94.544797,25559,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030683
524,2020030447,2409 Oakley Ave,South Blue Valley,L,64127,East,3,PHONE,4440,Trash / Recycling,,3,467,Bulky Pick Up,Trash / Recycling Bulky Pick Up,TRASH_RECYCLING,NOT_VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Bulky Pick Up -Missed Pick Up,Missed Pick Up,2/28/2020,1:23 PM,2,2020,RESOL,N,3/2/2020,3,2020,3,"2409 Oakley Ave64127
(39.080546, -94.51742)",Jackson,39.080546,-94.51742,20095,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030447
525,2020030182,5024 E 8th St,Lykins,L,64124,East,3,PHONE,4440,Trash / Recycling,,3,467,Bulky Pick Up,Trash / Recycling Bulky Pick Up,TRASH_RECYCLING,NOT_VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Bulky Pick Up -Missed Pick Up,Missed Pick Up,2/28/2020,8:50 AM,2,2020,RESOL,N,3/2/2020,3,2020,3,"5024 E 8th St64124
(39.102778, -94.522251)",Jackson,39.102778,-94.522251,7400,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030182
526,2020030183,5839 Peery Ave,Sheffield,L,64126,East,4,PHONE,4440,Trash / Recycling,,3,467,Bulky Pick Up,Trash / Recycling Bulky Pick Up,TRASH_RECYCLING,NOT_VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Bulky Pick Up -Missed Pick Up,Missed Pick Up,2/28/2020,8:52 AM,2,2020,RESOL,N,3/2/2020,3,2020,3,"5839 Peery Ave64126
(39.098219, -94.512113)",Jackson,39.098219,-94.512113,5706,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030183
529,2020030204,6027 E 16th Ter,West Blue Valley,L,64126,East,3,PHONE,4440,Trash / Recycling,,3,467,Bulky Pick Up,Trash / Recycling Bulky Pick Up,TRASH_RECYCLING,NOT_VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Bulky Pick Up -Missed Pick Up,Missed Pick Up,2/28/2020,9:12 AM,2,2020,RESOL,N,3/2/2020,3,2020,3,"6027 E 16th Ter64126
(39.090916, -94.511126)",Jackson,39.090916,-94.511126,6609,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030204
535,2020030396,2910 E 59th St,North Town Fork Creek,L,64130,Metro,5,PHONE,4440,Trash / Recycling,,19,54,Dumping,Trash / Recycling Dumping,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Illegal Dumping,Trash / Recycling-Dumping-Private Property,Private Property,2/28/2020,12:11 PM,2,2020,RESOL,Y,3/18/2020,3,2020,19,"2910 E 59th St64130
(39.019425, -94.551863)",Jackson,39.019425,-94.551863,36722,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030396
540,2020030537,5700 Myrtle Ave,Swope Parkway-Elmwood,L,64130,Metro,5,PHONE,4440,Trash / Recycling,,19,54,Dumping,Trash / Recycling Dumping,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Illegal Dumping,Trash / Recycling-Dumping-Private Property,Private Property,2/28/2020,2:32 PM,2,2020,RESOL,Y,3/18/2020,3,2020,19,"5700 Myrtle Ave64130
(39.022174, -94.539585)",Jackson,39.022174,-94.539585,37248,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030537
543,2020030547,5501 Swope Pkwy,North Town Fork Creek,L,64130,Metro,5,PHONE,4440,Trash / Recycling,,5,258,Dumping,Trash / Recycling Dumping,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Abatement Referral,Trash / Recycling-Dumping-Solid Waste Referral,Solid Waste Referral,2/28/2020,2:44 PM,2,2020,RESOL,N,3/4/2020,3,2020,5,"5501 Swope Pkwy64130
(39.025864, -94.541571)",Jackson,39.025864,-94.541571,37041,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030547
544,2020030662,2019 Askew Ave,East Community Team North,L,64127,East,3,PHONE,4440,Trash / Recycling,,8,161,Dumping,Trash / Recycling Dumping,TRASH_RECYCLING,VISIBLE,Public Works,Public Works-Street and Traffic-District 2,Trash / Recycling - Dumping - Alley - D2,Alley - Public Works - District 2,2/28/2020,4:53 PM,2,2020,RESOL,N,3/7/2020,3,2020,8,"2019 Askew Ave64127
(39.086833, -94.540172)",Jackson,39.086833,-94.540172,15055,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030662
559,2020030408,6001 E Truman Rd,West Blue Valley,L,64126,East,3,PHONE,4440,Trash / Recycling,,17,34,Nuisance,Trash / Recycling Nuisance,TRASH_RECYCLING,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash on Private Property,2/28/2020,12:24 PM,2,2020,RESOL,N,3/16/2020,3,2020,17,"6001 E Truman Rd64126
(39.093589, -94.511939)",Jackson,39.093589,-94.511939,6451,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030408
566,2020030517,2712 Indiana Ave,Santa Fe,L,64128,East,3,PHONE,4440,Trash / Recycling,,132,5,Nuisance,Trash / Recycling Nuisance,TRASH_RECYCLING,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash on Private Property,2/28/2020,2:14 PM,2,2020,RESOL,Y,7/9/2020,7,2020,132,"2712 Indiana Ave64128
(39.076227, -94.543678)",Jackson,39.076227,-94.543678,24370,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030517
568,2020030690,908 E 33rd St,North Hyde Park,L,64109,Central,4,PHONE,4440,Trash / Recycling,,132,5,Nuisance,Trash / Recycling Nuisance,TRASH_RECYCLING,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash on Private Property,2/28/2020,6:04 PM,2,2020,RESOL,Y,7/9/2020,7,2020,132,"908 E 33rd St64109
(39.067194, -94.573891)",Jackson,39.067194,-94.573891,128103,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030690
572,2020030302,2814 E 33rd St,Oak Park Northwest,L,64128,East,3,PHONE,4440,Trash / Recycling,,4,337,Nuisance,Trash / Recycling Nuisance,TRASH_RECYCLING,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash on Private Property,2/28/2020,10:52 AM,2,2020,RESOL,N,3/3/2020,3,2020,4,"2814 E 33rd St64128
(39.066358, -94.549707)",Jackson,39.066358,-94.549707,25166,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030302
585,2020030580,2108 Cleveland Ave,East Community Team North,L,64127,East,3,PHONE,4440,Trash / Recycling,,180,424,Nuisance,Trash / Recycling Nuisance,TRASH_RECYCLING,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash on Private Property,2/28/2020,3:28 PM,2,2020,OPEN,Y,,,,,"2108 Cleveland Ave64127
(39.085853, -94.538616)",Jackson,39.085853,-94.538616,15147,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030580
588,2020030685,2640 Victor St,Santa Fe,L,64128,East,3,WEB,1030,Trash / Recycling,,180,424,Nuisance,Trash / Recycling Nuisance,TRASH_RECYCLING,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash on Private Property,2/28/2020,5:52 PM,2,2020,OPEN,N,,,,,"2640 Victor St64128
(39.074089, -94.550654)",Jackson,39.074089,-94.550654,24554,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020030685
